155,nm1083271,2023-04-27,2023-04-27,,"Megan Fox","Transformers","16 de mayo de 1986"
156,nm0829576,2023-04-27,2023-04-27,,"Kristen Stewart","Snow White and the Huntsman","9 de abril de 1990"
157,nm1500155,2023-04-27,2023-04-27,,"Robert Pattinson","Twilight","13 de mayo de 1986"
158,nm1517976,2023-04-27,2023-04-27,,"Chris Pine","Star Trek","26 de agosto de 1980"
159,nm1519666,2023-04-27,2023-04-27,,"Eddie Redmayne","Les Misérables","6 de enero de 1982"
160,nm2239702,2023-04-27,2023-04-27,,"Katherine Waterston","Inherent Vice","3 de marzo de 1980"
161,nm0268199,2023-04-27,2023-04-27,,"Colin Farrell","The Lobster","31 de mayo de 1976"
162,nm3009232,2023-04-27,2023-04-27,,"Ezra Miller","The Perks of Being a Wallflower","30 de septiembre de 1992"
163,nm2679917,2023-04-27,2023-04-27,,"Nick Jonas","Jumanji: Welcome to the Jungle","16 de septiembre de 1992"
164,nm2546012,2023-04-27,2023-04-27,,"Kaya Scodelario","Pirates of the Caribbean: Dead Men Tell No Tales","13 de marzo de 1992"
165,nm4154798,2023-04-27,2023-04-27,,"Brenton Thwaites","Pirates of the Caribbean: Dead Men Tell No Tales","10 de agosto de 1989"
166,nm0005351,2023-04-27,2023-04-27,,"Ryan Reynolds","Deadpool 2","23 de octubre de 1976"
167,nm0413168,2023-04-27,2023-04-27,,"Hugh Jackman","Les Misérables","12 de octubre de 1968"
168,nm0000547,2023-04-27,2023-04-27,,"Alfred Molina","Spider-Man 2","24 de mayo de 1953"
169,nm0000179,2023-04-27,2023-04-27,,"Jude Law","The Talented Mr. Ripley","29 de diciembre de 1972"
170,nm0005023,2023-04-27,2023-04-27,,"Djimon Hounsou","Blood Diamond","24 de abril de 1964"
171,nm1195855,2023-04-27,2023-04-27,,"Lee Pace","Foundation","25 de marzo de 1979"
172,nm0001173,2023-04-27,2023-04-27,,"Aaron Eckhart","The Dark Knight","12 de marzo de 1968"
173,nm1130627,2023-04-27,2023-04-27,,"Cobie Smulders","The Avengers","3 de abril de 1982"
174,nm0251986,2023-04-27,2023-04-27,,"Jesse Eisenberg","A Real Pain","5 de octubre de 1983"
175,nm0193295,2023-04-30,2023-04-30,,"Cliff Curtis","Sunshine","27 de julio de 1968"
176,nm0000158,2023-05-06,2023-05-06,,"Tom Hanks","Cast Away","9 de julio de 1956"
177,nm0000673,2023-05-06,2023-05-06,,"Marisa Tomei","My Cousin Vinny","4 de diciembre de 1964"
